date,open,high,low,close,volume,rsi_7,rsi_14,cci_7,cci_14,sma_50,ema_50,sma_100,ema_100,macd,bollinger,TrueRange,atr_7,atr_14,return,ema_ratio,sma_ratio,rsi_diff,cci_diff,return_lag1,rsi_14_lag1,cci_14_lag1,return_lag2,rsi_14_lag2,cci_14_lag2,return_lag3,rsi_14_lag3,cci_14_lag3
2014-01-02,0.011981678210506039,0.010908389885080041,0.011641732574175015,0.010570006833879445,0.20224827309808424,0.4216539819914181,0.4320039555537522,0.2748464922057141,0.4355664798182085,0.002471359152195679,0.0019331687038969952,0.0,0.0,0.48416676195983904,0.007593672923652206,0.01626057759126883,0.014313755797701284,0.013054897084875589,,0.5972595188962995,0.6571263610744125,0.6457229212046082,0.5913519839268099,,,,,,,,,
2014-01-03,0.01142319540235684,0.010253884510776912,0.009334091491865149,0.008162787947652447,0.3537476515276556,0.29351326264158717,0.32948262376332277,0.173962145770154,0.322903813663159,0.0025608054104325206,0.0019460071625366782,0.00016016049924481857,0.00010023095856218078,0.4798134940533498,0.007349496231089131,0.02827326164210503,0.017833664288343667,0.015015412611936868,0.42937768891873823,0.5929118412271057,0.654793678029959,0.7459200606070651,0.5152560565629664,,0.4320039555537522,0.4355664798182085,,,,,,
2014-01-06,0.008371330901618346,0.008897699228890096,0.007974195032407691,0.008747252507307263,0.3730886841343944,0.3448763719947019,0.3579428312140625,0.2164860934186839,0.3152049332359183,0.0026411841197744867,0.0019826456870376957,0.0002784207104076092,0.0002110824543877371,0.4768885552798499,0.00710582761317749,0.0280762549155188,0.020798392521454552,0.016804784766481812,0.5397349322725372,0.5892042110774511,0.6535253770735951,0.6834825922006449,0.45994562799050664,0.42937768891873823,0.32948262376332277,0.322903813663159,,0.4320039555537522,0.4355664798182085,,,
2014-01-07,0.009731898695985272,0.008732604872394037,0.008834345752235073,0.007976552140179019,0.2814862844990311,0.3046555058554119,0.3264871044086182,0.3080278378225818,0.34544038605862937,0.002675632239755449,0.0019857996012645623,0.0003687911121765808,0.0003030599027487729,0.4737422076250012,0.006902720430586998,0.013559750068491546,0.019483179123562518,0.016174248545637336,0.48900312343620944,0.584809093512705,0.6517120582696077,0.7162085219263512,0.4149970775480598,0.5397349322725372,0.3579428312140625,0.3152049332359183,0.42937768891873823,0.32948262376332277,0.322903813663159,,0.4320039555537522,0.4355664798182085
2014-01-08,0.00864066851579924,0.008653984319145519,0.00898765738240237,0.008654137377330742,0.22514349601704273,0.370872875375773,0.3614899342851909,0.37458812982664735,0.38103541122330936,0.00274978234062441,0.002017005519064266,0.00046788532181561704,0.0004078329963111832,0.47192645147716034,0.006669217575238168,0.010268217450684252,0.017481435149879564,0.015069031239964448,0.5432760619593157,0.5811522951158468,0.6508668163479712,0.6327377346741727,0.40386652820591573,0.48900312343620944,0.3264871044086182,0.34544038605862937,0.5397349322725372,0.3579428312140625,0.3152049332359183,0.42937768891873823,0.32948262376332277,0.322903813663159
2014-01-09,0.010223034623810273,0.008909498365538907,0.0083226305555152,0.007279140065104384,0.24494157276377948,0.29242238399442394,0.3042677220623155,0.34153148253229554,0.36283824115384944,0.00277791690577682,0.0019898118300308437,0.0005422657205144815,0.0004808049833206346,0.4690930617680445,0.006374111308837513,0.02332194144496931,0.019233465866083314,0.016103887057047975,0.4663893964600246,0.5762350310489666,0.6493715669722961,0.7038545843382226,0.40857234173261625,0.5432760619593157,0.3614899342851909,0.38103541122330936,0.48900312343620944,0.3264871044086182,0.34544038605862937,0.5397349322725372,0.3579428312140625,0.3152049332359183
2014-01-10,0.008842670340126133,0.007718418446805472,0.007478424245225226,0.006569850748845349,0.2697402501010826,0.2568844274755601,0.27654263630468384,0.2166020719230466,0.337884176349905,0.0028468130270986186,0.0019341906764000494,0.0005970883184212156,0.0005369954031401725,0.4661695337710289,0.006085206114904831,0.018201735833278887,0.01937498875915225,0.01625636531207348,0.49093083925997727,0.5707707627941794,0.6497779716645615,0.7328905822133536,0.4957390899320496,0.4663893964600246,0.3042677220623155,0.36283824115384944,0.5432760619593157,0.3614899342851909,0.38103541122330936,0.48900312343620944,0.3264871044086182,0.34544038605862937
2014-01-13,0.0068780822669453345,0.008052553046447378,0.007233527034680165,0.007122627871954099,0.34032937327630264,0.3201453279946133,0.30834387419741666,0.2917422159231501,0.3675188688079314,0.002892701380562135,0.0019037366511279463,0.000672491281535223,0.0006039988618245923,0.46448812507991133,0.005832998996493061,0.026444588648222175,0.02168606445282864,0.017699464629337087,0.5388581696210897,0.5660010166325824,0.6488078123620515,0.6502571882397213,0.4664706847669514,0.49093083925997727,0.27654263630468384,0.337884176349905,0.4663893964600246,0.3042677220623155,0.36283824115384944,0.5432760619593157,0.3614899342851909,0.38103541122330936
2014-01-14,0.00852382486694693,0.008883951913895363,0.00878257102098548,0.009234646554937692,0.2962273022614371,0.5131514498272377,0.41775395764476525,0.6990853196539943,0.4418812294250064,0.00299307961783013,0.001962299566245315,0.0007682786493082433,0.0007152686725449553,0.4653797342859157,0.005751268144083013,0.021887124361894432,0.022456264845951285,0.018319880662596953,0.5978744260343031,0.5633779629388851,0.6488923516859715,0.41998459561805374,0.17116797678366513,0.5388581696210897,0.30834387419741666,0.3675188688079314,0.49093083925997727,0.27654263630468384,0.337884176349905,0.4663893964600246,0.3042677220623155,0.36283824115384944
2014-01-15,0.011553902138966302,0.011531443736086555,0.011570055205845517,0.011408081836310924,0.35295185702507087,0.6445060877645568,0.5096047999210054,0.9378066478486182,0.5774760230460778,0.003151252341957997,0.0021089420985988955,0.0008866260284985383,0.0008712403313762274,0.46833934119055215,0.0057498452504234215,0.02979236389009278,0.025216517684212042,0.020144185888521446,0.5985954004619967,0.5628316626111998,0.6500627395383813,0.2939272276578657,0.14380712953556513,0.5978744260343031,0.41775395764476525,0.4418812294250064,0.5388581696210897,0.30834387419741666,0.3675188688079314,0.49093083925997727,0.27654263630468384,0.337884176349905
